报告：,投放网络
帐户：,Baidu-大皇帝1-8141563
日期范围：,2015-01-19-2015-01-19
所属层级：,

网站,推广计划,推广组,推广组状态,所属一级行业,所属二级行业,出价(元),展现次数,展现独立访客,展现频次,点击次数,点击独立访客,点击率,独立访客点击率,平均点击价格(元),平均独立访客点击价格(元),千次展现成本(元),总费用(元),到达率,二跳率,停留时间,直接转化,间接转化
xiaoxinrili.com,黑人打江山,黑人打江山-直投,有效,游戏,综合游戏,0.6,26,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
iyunv.com,新三国解密,新三国解密-三国词,有效,网络服务应用,技术论坛,1.8,5,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
tv5000.com,黑人打江山,黑人打江山-三国词,有效,音乐影视,宽带电影,1.8,5,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
bmwen.com,黑人打江山,黑人打江山-三国词,有效,小说,小说阅读,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
oyksoft.com,新三国解密,新三国解密-三国词,有效,计算机软件硬件,软件下载,1.8,73,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
ddnvren.net,黑人打江山,黑人打江山-直投,有效,小说,文化文学,1.0,17,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
gtbbs.com,黑人打江山,黑人打江山-三国词,有效,社交网络和在线社区,综合论坛,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
alxat.cn,武将貂蝉,武将貂蝉-三国词,有效,小说,小说阅读,1.5,93,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
c66c.com,酋长玩三国,酋长玩三国-三国词,有效,小说,小说阅读,2.0,22,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
hn2525.com,囧叔说三国,囧叔说三国-三国词,有效,社交网络和在线社区,垂直论坛,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
mb5u.com,3D领取吕布,3D领取吕布-三国词,有效,网络服务应用,源码下载,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
jj831.mobi,3D领取吕布,3D领取吕布-三国词,有效,新闻媒体,地方媒体,1.8,29,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
148365.com,3D领取吕布,3D领取吕布-三国词,有效,垂直行业,法律法规,1.8,18,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
fxcmz.com,黑人打江山,黑人打江山-三国词,有效,社交网络和在线社区,综合论坛,1.8,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
shuyang.tv,新三国解密,新三国解密-三国词,有效,新闻媒体,综合门户,1.0,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
jj831.mobi,新三国解密,新三国解密-三国词,有效,新闻媒体,地方媒体,1.0,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
astrill-vpn.com,新三国解密,新三国解密-三国词,有效,网络服务应用,技术论坛,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
zhibohunantv.com,黑人打江山,黑人打江山-三国词,有效,音乐影视,网络电视,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
siluke.info,囧叔说三国,囧叔说三国-三国词,有效,小说,小说阅读,1.8,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
ichacha.net,黑人打江山,黑人打江山-三国词,有效,网络服务应用,在线翻译,1.7,10,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
ttjj.org,武将貂蝉,武将貂蝉-三国词,有效,网络服务应用,源码下载,1.5,9,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
txthui.com,黑人打江山,黑人打江山-三国词,有效,小说,电子书,1.8,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
lsgushi.com,黑人打江山,黑人打江山-直投,有效,新闻媒体,政史军事,0.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
diao-yu.net,黑人打江山,黑人打江山-直投,有效,体育运动,体育综合,1.0,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
hzqvod.com,新三国解密,新三国解密-三国词,有效,音乐影视,宽带电影,1.8,22,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
gdtv.cn,黑人打江山,黑人打江山-直投,有效,新闻媒体,广播/电视,0.8,66,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
letvwangpan.com,黑人打江山,黑人打江山-直投,有效,音乐影视,宽带电影,0.6,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
cvcve.com,黑人打江山,黑人打江山-三国词,有效,社交网络和在线社区,综合论坛,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
ttfdy.cc,新三国解密,新三国解密-三国词,有效,音乐影视,宽带电影,1.8,3,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
gmyouxi.com,黑人打江山,黑人打江山-直投,有效,游戏,综合游戏,0.6,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
shqingda.com.cn,新三国解密,新三国解密-三国词,有效,音乐影视,宽带电影,1.8,11,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
xxkwz.cn,新三国解密,新三国解密-三国词,有效,数码及手机,数码及手机资讯,1.8,6,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
hinews.cn,酋长玩三国,酋长玩三国-三国词,有效,新闻媒体,地方媒体,1.5,19,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
8yangcong.com,黑人打江山,黑人打江山-直投,有效,新闻媒体,综合门户,0.8,80,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
php230.com,新三国解密,新三国解密-三国词,有效,网络服务应用,技术论坛,1.8,7,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
bjlvse.com,3D领取吕布,3D领取吕布-三国词,有效,音乐影视,宽带电影,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
qianxinews.cn,3D领取吕布,3D领取吕布-三国词,有效,社交网络和在线社区,综合论坛,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
lanrents.com,囧叔说三国,囧叔说三国-三国词,有效,小说,小说阅读,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
chinahightech.com,囧叔说三国,囧叔说三国-三国词,有效,新闻媒体,综合门户,1.7,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
xiaofanni.com,黑人打江山,黑人打江山-直投,有效,休闲娱乐,笑话,0.6,6,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
daxueriji.com,黑人打江山,黑人打江山-直投,有效,小说,文化文学,1.0,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
aixiaoshuo.com.cn,酋长玩三国,酋长玩三国-三国词,有效,小说,小说阅读,2.0,3,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
ranwenzw.com,黑人打江山,黑人打江山-直投,有效,小说,小说阅读,1.0,19,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
js-css.cn,新三国解密,新三国解密-三国词,有效,网络服务应用,源码下载,1.8,17,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
asthis.net,3D领取吕布,3D领取吕布-三国词,有效,计算机软件硬件,软件下载,1.8,48,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
shaoka.com,新三国解密,新三国解密-三国词,有效,音乐影视,宽带电影,1.8,52,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
jimgou.com,新三国解密,新三国解密-三国词,有效,社交网络和在线社区,综合论坛,1.8,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
ournovel.com,3D领取吕布,3D领取吕布-三国词,有效,小说,小说阅读,1.8,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
guhai.com.cn,囧叔说三国,囧叔说三国-三国词,有效,投资金融,股票基金,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
8181.cn,3D领取吕布,3D领取吕布-三国词,有效,新闻媒体,政史军事,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
floyou.cn,黑人打江山,黑人打江山-三国词,有效,小说,文化文学,1.8,3,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
qite369.com,黑人打江山,黑人打江山-直投,有效,新闻媒体,政史军事,0.8,9,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
shanzhayuan.com,囧叔说三国,囧叔说三国-三国词,有效,游戏,综合游戏,1.8,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
cankuyl.com,武将貂蝉,武将貂蝉-三国词,有效,游戏,综合游戏,1.5,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
godsignal.com,黑人打江山,黑人打江山-三国词,有效,投资金融,财经资讯,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
tao5.org,黑人打江山,黑人打江山-直投,有效,网络服务应用,技术论坛,0.6,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
mfcad.com,3D领取吕布,3D领取吕布-三国词,有效,计算机软件硬件,软件交流,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
oklink.net,新三国解密,新三国解密-三国词,有效,小说,文化文学,1.8,8,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
wenzhangba.com,3D领取吕布,3D领取吕布-三国词,有效,小说,文化文学,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
51saier.cn,黑人打江山,黑人打江山-三国词,有效,游戏,综合游戏,0.8,5,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
xiazaitxt.net,3D领取吕布,3D领取吕布-三国词,有效,小说,电子书,1.8,3,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
78187.com,武将貂蝉,武将貂蝉-三国词,有效,游戏,综合游戏,1.5,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
setetn.com,黑人打江山,黑人打江山-三国词,有效,计算机软件硬件,软件交流,1.7,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
58read.com,新三国解密,新三国解密-三国词,有效,小说,小说阅读,1.8,3,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
miqiu.com,新三国解密,新三国解密-三国词,有效,体育运动,足球,2.0,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
h7u.net,新三国解密,新三国解密-三国词,有效,小说,小说阅读,1.8,36,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
zhezhiju.com,黑人打江山,黑人打江山-三国词,有效,新闻媒体,地方媒体,1.6,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
7060i.com,黑人打江山,黑人打江山-三国词,有效,音乐影视,娱乐综合,1.7,9,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
dazima.cn,3D领取吕布,3D领取吕布-三国词,有效,计算机软件硬件,软件交流,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
yanqiao.com,3D领取吕布,3D领取吕布-三国词,有效,社交网络和在线社区,综合论坛,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
ningbofashionfair.cn,新三国解密,新三国解密-三国词,有效,数码及手机,手机资源及下载,1.8,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
huanqiujunshi.com,黑人打江山,黑人打江山-三国词,有效,新闻媒体,政史军事,1.6,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
hxfed.com,新三国解密,新三国解密-三国词,有效,音乐影视,宽带电影,1.8,47,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
fbsj.cn,新三国解密,新三国解密-三国词,有效,社交网络和在线社区,垂直论坛,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
34494.com,新三国解密,新三国解密-三国词,有效,网址导航,,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
n13.cn,黑人打江山,黑人打江山-三国词,有效,音乐影视,宽带电影,1.8,3,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
0311.com.cn,黑人打江山,黑人打江山-三国词,有效,新闻媒体,地方媒体,1.6,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
pengfu.com,3D领取吕布,3D领取吕布-三国词,有效,休闲娱乐,笑话,1.8,61,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
potplayer.org,3D领取吕布,3D领取吕布-三国词,有效,计算机软件硬件,软件下载,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
xiaopinfang.com,新三国解密,新三国解密-三国词,有效,休闲娱乐,笑话,1.3,15,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
zhujiange.com,3D领取吕布,3D领取吕布-三国词,有效,小说,小说阅读,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
55125.cn,黑人打江山,黑人打江山-三国词,有效,投资金融,博彩/彩票,1.8,136,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
jz5u.com,新三国解密,新三国解密-三国词,有效,计算机软件硬件,软件下载,1.8,27,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
zwpop.com,酋长玩三国,酋长玩三国-三国词,有效,小说,小说阅读,2.0,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
kxs7.com,3D领取吕布,3D领取吕布-三国词,有效,小说,小说阅读,1.8,10,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
lawen2.com,黑人打江山,黑人打江山-三国词,有效,小说,电子书,1.8,26,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
52tian.net,武将貂蝉,武将貂蝉-三国词,有效,休闲娱乐,动漫,1.5,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
slit.cn,酋长玩三国,酋长玩三国-三国词,有效,新闻媒体,综合门户,1.5,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
zgmuye.com,新三国解密,新三国解密-三国词,有效,垂直行业,农林牧渔,1.8,7,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
163zhibo.com,黑人打江山,黑人打江山-三国词,有效,体育运动,体育综合,2.0,17,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
51poca.com,囧叔说三国,囧叔说三国-三国词,有效,计算机软件硬件,软件交流,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
mtv.net.cn,新三国解密,新三国解密-三国词,有效,音乐影视,娱乐综合,1.8,9,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
suic-x.com,新三国解密,新三国解密-三国词,有效,社交网络和在线社区,综合论坛,1.8,329,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
marketivax.com,黑人打江山,黑人打江山-直投,有效,社交网络和在线社区,综合论坛,0.6,15,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
1288.tv,新三国解密,新三国解密-三国词,有效,垂直行业,商务贸易,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
zladys.com,黑人打江山,黑人打江山-直投,有效,小说,电子书,1.0,74,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
a8it.com,新三国解密,新三国解密-三国词,有效,计算机软件硬件,软件下载,1.8,14,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
tiangua001.com,囧叔说三国,囧叔说三国-三国词,有效,音乐影视,宽带电影,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
xcmfu.com,新三国解密,新三国解密-三国词,有效,小说,小说阅读,1.8,14,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
xintangit.com,黑人打江山,黑人打江山-直投,有效,小说,文化文学,1.0,3,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
qingkan8.com,黑人打江山,黑人打江山-直投,有效,小说,小说阅读,1.0,8,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
xuepc.com,3D领取吕布,3D领取吕布-三国词,有效,计算机软件硬件,软件交流,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
swgm.com.cn,新三国解密,新三国解密-三国词,有效,音乐影视,视频短片,1.8,274,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
quyuedu.com,酋长玩三国,酋长玩三国-三国词,有效,小说,小说阅读,2.0,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
51hanhua.com,新三国解密,新三国解密-三国词,有效,计算机软件硬件,软件下载,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
17jita.com,3D领取吕布,3D领取吕布-三国词,有效,社交网络和在线社区,垂直论坛,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
id97.com,囧叔说三国,囧叔说三国-三国词,有效,音乐影视,宽带电影,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
56114.net.cn,3D领取吕布,3D领取吕布-三国词,有效,垂直行业,交通物流,1.8,9,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
cnjidan.com,新三国解密,新三国解密-三国词,有效,垂直行业,农林牧渔,1.8,30,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
plsub.com,囧叔说三国,囧叔说三国-三国词,有效,音乐影视,娱乐综合,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
itunes123.com,3D领取吕布,3D领取吕布-三国词,有效,计算机软件硬件,软件下载,1.8,8,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
ku8ba.com,新三国解密,新三国解密-三国词,有效,社交网络和在线社区,垂直论坛,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
alnuri.cn,武将貂蝉,武将貂蝉-三国词,有效,音乐影视,视频短片,1.5,115,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
jjxj.org,新三国解密,新三国解密-三国词,有效,社交网络和在线社区,垂直论坛,1.8,12,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
mingren888.com,黑人打江山,黑人打江山-直投,有效,音乐影视,娱乐综合,0.6,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
zdyrs.com,黑人打江山,黑人打江山-直投,有效,小说,文化文学,1.0,12,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
shijiemil.com,武将貂蝉,武将貂蝉-三国词,有效,新闻媒体,政史军事,1.5,79,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
jscto.net,新三国解密,新三国解密-三国词,有效,网络服务应用,技术论坛,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
jlgcyy.com,黑人打江山,黑人打江山-三国词,有效,小说,小说阅读,1.8,148,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
zou114.com,黑人打江山,黑人打江山-三国词,有效,网络服务应用,技术论坛,1.7,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
shitouren.net,黑人打江山,黑人打江山-三国词,有效,游戏,综合游戏,0.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
ruilinvx.com,黑人打江山,黑人打江山-直投,有效,音乐影视,宽带电影,0.6,8,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
hnxcs.com,新三国解密,新三国解密-三国词,有效,社交网络和在线社区,综合论坛,1.8,6,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
201980.com,黑人打江山,黑人打江山-三国词,有效,小说,文化文学,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
sxwjjm.com,黑人打江山,黑人打江山-直投,有效,投资金融,财经资讯,0.6,11,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
tangdouya.com,黑人打江山,黑人打江山-三国词,有效,社交网络和在线社区,交友和婚恋,1.8,43,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
17sucai.com,3D领取吕布,3D领取吕布-三国词,有效,网络服务应用,源码下载,1.8,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
cnokcn.com,新三国解密,新三国解密-三国词,有效,垂直行业,商务贸易,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
amaomb.com,新三国解密,新三国解密-三国词,有效,网络服务应用,源码下载,1.8,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
yaogong.org,新三国解密,新三国解密-三国词,有效,小说,小说阅读,1.8,9,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
siwaman.com,黑人打江山,黑人打江山-三国词,有效,社交网络和在线社区,垂直论坛,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
zhaishu.com,武将貂蝉,武将貂蝉-三国词,有效,小说,小说阅读,1.5,251,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
cgwenxue.com,3D领取吕布,3D领取吕布-三国词,有效,小说,文化文学,1.8,24,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
zhuaji.org,3D领取吕布,3D领取吕布-三国词,有效,小说,小说阅读,1.8,63,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
shaoka.cc,新三国解密,新三国解密-三国词,有效,音乐影视,宽带电影,1.8,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
hetaoquan.com,黑人打江山,黑人打江山-直投,有效,社交网络和在线社区,垂直论坛,0.6,3,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
8shu.net,酋长玩三国,酋长玩三国-三国词,有效,小说,小说阅读,2.0,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
banreng.com,新三国解密,新三国解密-三国词,有效,小说,小说阅读,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
yibizi.com,黑人打江山,黑人打江山-直投,有效,网络服务应用,搜索查询,0.6,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
gcwzj.com,囧叔说三国,囧叔说三国-三国词,有效,体育运动,体育综合,2.0,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
daydaynews.org,黑人打江山,黑人打江山-三国词,有效,新闻媒体,综合门户,1.6,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
huran.net,新三国解密,新三国解密-三国词,有效,小说,文化文学,1.8,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
saonian.me,黑人打江山,黑人打江山-直投,有效,休闲娱乐,笑话,0.6,61,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
gequdao.com,新三国解密,新三国解密-三国词,有效,音乐影视,娱乐综合,1.8,3,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
shumilou.com,黑人打江山,黑人打江山-三国词,有效,小说,小说阅读,1.8,55,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
33dm.net,黑人打江山,黑人打江山-直投,有效,休闲娱乐,动漫,0.6,20,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
17dm.com,3D领取吕布,3D领取吕布-三国词,有效,休闲娱乐,动漫,0.7,3,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
seecd.net,武将貂蝉,武将貂蝉-三国词,有效,小说,小说阅读,1.5,1175,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
cibani.com,黑人打江山,黑人打江山-直投,有效,新闻媒体,政史军事,0.8,56,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
mz6.net,新三国解密,新三国解密-三国词,有效,数码及手机,手机资源及下载,1.8,26,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
64rj.com,新三国解密,新三国解密-三国词,有效,小说,电子书,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
fubooks.com,武将貂蝉,武将貂蝉-三国词,有效,小说,小说阅读,1.5,80,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
ufohello.com,3D领取吕布,3D领取吕布-三国词,有效,新闻媒体,政史军事,1.8,53,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
cbi360.net,新三国解密,新三国解密-三国词,有效,垂直行业,重工/机械,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
xxlogic.cn,新三国解密,新三国解密-三国词,有效,音乐影视,视频短片,1.8,3,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
laoren.com,黑人打江山,黑人打江山-直投,有效,新闻媒体,媒体报刊,0.8,18,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
bjdiaoyu.com,酋长玩三国,酋长玩三国-三国词,有效,社交网络和在线社区,垂直论坛,1.5,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
saier8.com,酋长玩三国,酋长玩三国-三国词,有效,游戏,网络游戏,1.5,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
portablesoft.org,新三国解密,新三国解密-三国词,有效,计算机软件硬件,软件交流,1.8,93,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
jirou.com,黑人打江山,黑人打江山-直投,有效,体育运动,体育综合,1.0,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
ximop.com,新三国解密,新三国解密-三国词,有效,社交网络和在线社区,综合论坛,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
kupai.me,3D领取吕布,3D领取吕布-三国词,有效,游戏,单机游戏,0.6,3,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
365jilin.com,囧叔说三国,囧叔说三国-三国词,有效,新闻媒体,地方媒体,1.7,10,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
ooomm.com,黑人打江山,黑人打江山-三国词,有效,数码及手机,手机资源及下载,1.7,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
bjtdjy.com,酋长玩三国,酋长玩三国-三国词,有效,投资金融,股票基金,1.5,5,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
youxigod.com,3D领取吕布,3D领取吕布-三国词,有效,游戏,单机游戏,0.6,11,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
newnet.cc,酋长玩三国,酋长玩三国-三国词,有效,网络服务应用,域名注册,1.5,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
dxmwx.com,新三国解密,新三国解密-三国词,有效,小说,小说阅读,1.8,118,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
peryi.net,3D领取吕布,3D领取吕布-三国词,有效,音乐影视,宽带电影,1.8,33,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
du8w.com,新三国解密,新三国解密-三国词,有效,小说,小说阅读,1.8,21,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
cicnn.com,黑人打江山,黑人打江山-三国词,有效,新闻媒体,综合门户,1.6,5,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
8wps.com,酋长玩三国,酋长玩三国-三国词,有效,小说,小说阅读,2.0,7,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
lcdushi.com,3D领取吕布,3D领取吕布-三国词,有效,新闻媒体,地方媒体,1.8,11,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
tynews.com.cn,3D领取吕布,3D领取吕布-三国词,有效,新闻媒体,地方媒体,1.8,7,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
50zw.com,武将貂蝉,武将貂蝉-三国词,有效,小说,电子书,1.5,29,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
cnw.com.cn,3D领取吕布,3D领取吕布-三国词,有效,新闻媒体,媒体报刊,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
meijutt.com,囧叔说三国,囧叔说三国-三国词,有效,音乐影视,宽带电影,1.8,12,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
520pscl.com,黑人打江山,黑人打江山-直投,有效,社交网络和在线社区,垂直论坛,0.6,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
